"item_id","user_id","rating","timestamp","gender","category","brand","year","month","quantity","unitprice","unit_cost","region","amount","profit_margin"
"467","3406","5","1642672800","Male","Wearable Technology","Bose","2018","10","4","333","241.94","South","1332","364.24"
"468","1690","1","1642676400","Male","Cameras","Logitech","2017","1","1","417","192.27","North","417","224.73"
"469","3553","2","1642680000","Male","Cameras","Logitech","2017","4","2","363","92.01","South","726","541.98"
"470","3585","1","1642683600","Female","Security","EINCAR","2016","10","4","121","95.79","South","484","100.84"
"471","3836","5","1642687200","Male","Cameras","Archos","2018","9","1","147","46.35","South","147","100.65"
"472","2176","2","1642690800","Female","Wearable Technology","Archos","2016","6","4","50","14.02","West","200","143.92"
"473","2985","5","1642694400","Female","Wearable Technology","Logitech","2016","3","4","139","198.91","South","556","-239.64"
"474","4054","2","1642698000","Male","Security","EINCAR","2018","12","3","120","130.96","South","360","-32.88"
"475","2066","3","1642701600","Male","Cameras","Bose","2016","12","1","74","74.4","West","74","-0.40000000000001"
"476","2736","5","1642705200","Female","Wearable Technology","Archos","2018","4","1","357","43.49","South","357","313.51"
"477","1864","2","1642708800","Female","Computers","Sony","2017","1","3","318","201.92","East","954","348.24"
"478","2081","3","1642712400","Male","Security","EINCAR","2016","8","4","386","66.26","West","1544","1278.96"
"479","1055","4","1642716000","Male","Headphones","Archos","2018","8","1","344","204.29","North","344","139.71"
"480","4443","5","1642719600","Male","Computers","Sony","2015","9","2","168","125.29","East","336","85.42"
"481","4685","3","1642723200","Female","Computers","EINCAR","2015","11","4","133","116.28","South","532","66.88"
"482","2223","1","1642726800","Female","Wearable Technology","Sony","2017","10","1","21","172.11","South","21","-151.11"
"483","2197","3","1642730400","Male","Wearable Technology","Logitech","2015","6","4","341","131.42","East","1364","838.32"
"484","2532","1","1642734000","Male","Wearable Technology","EINCAR","2016","1","4","98","18.98","East","392","316.08"
"485","2483","5","1642737600","Female","Wearable Technology","Bose","2017","5","4","209","147.99","South","836","244.04"
"486","2558","5","1642741200","Male","Security","Logitech","2016","4","2","67","134.79","South","134","-135.58"
"487","1248","1","1642744800","Male","Wearable Technology","Sony","2016","12","3","378","47.04","East","1134","992.88"
"488","1202","4","1642748400","Male","Wearable Technology","Logitech","2017","2","1","184","29.14","South","184","154.86"
"489","2680","1","1642752000","Female","Cameras","EINCAR","2017","2","3","440","30.77","East","1320","1227.69"
"490","3337","3","1642755600","Male","Cameras","Sony","2018","4","4","348","220.91","South","1392","508.36"
"491","1346","2","1642759200","Female","Cameras","Archos","2017","8","2","143","102.47","West","286","81.06"
"492","3550","4","1642762800","Male","Wearable Technology","Sony","2017","10","1","31","30.47","South","31","0.53"
"493","4157","2","1642766400","Male","Headphones","Sony","2018","9","3","241","247.36","East","723","-19.08"
"494","1342","5","1642770000","Male","Cameras","EINCAR","2017","10","2","408","71.12","West","816","673.76"
"495","1352","1","1642773600","Female","Wearable Technology","Logitech","2015","7","1","78","141.35","East","78","-63.35"
"496","3890","1","1642777200","Female","Headphones","Bose","2017","8","3","112","157.23","East","336","-135.69"
"497","2160","5","1642780800","Male","Cameras","Sony","2018","1","1","219","96.38","West","219","122.62"
"498","2004","1","1642784400","Female","Headphones","Archos","2016","7","2","404","170.31","South","808","467.38"
"499","2674","4","1642788000","Female","Wearable Technology","Logitech","2015","5","1","114","207.05","West","114","-93.05"
"500","2213","4","1642791600","Male","Cameras","Bose","2015","3","4","426","85.56","South","1704","1361.76"
"501","2602","1","1642795200","Female","Computers","EINCAR","2017","8","4","208","204.81","West","832","12.76"
"502","2207","2","1642798800","Male","Wearable Technology","Archos","2017","4","3","311","182.16","South","933","386.52"
"503","3450","1","1642802400","Male","Cameras","Bose","2016","12","3","337","231.22","West","1011","317.34"
"504","4819","3","1642806000","Male","Computers","Bose","2016","9","4","360","205.21","West","1440","619.16"
"505","1477","3","1642809600","Female","Cameras","Archos","2016","6","3","89","196.37","North","267","-322.11"
"506","1117","2","1642813200","Male","Headphones","Archos","2017","1","2","427","106.94","West","854","640.12"
"507","3927","4","1642816800","Female","Headphones","Logitech","2018","2","2","471","38.09","West","942","865.82"
"508","1846","5","1642820400","Male","Headphones","Archos","2017","8","3","157","140","North","471","51"
"509","1657","3","1642824000","Female","Cameras","Archos","2018","8","3","242","79.14","North","726","488.58"
"510","4551","2","1642827600","Male","Cameras","Logitech","2015","5","3","407","135.12","North","1221","815.64"
"511","2226","1","1642831200","Male","Wearable Technology","Logitech","2018","8","3","406","217.85","South","1218","564.45"
"512","4718","1","1642834800","Male","Cameras","Sony","2016","4","3","487","219.91","West","1461","801.27"
"513","1589","5","1642838400","Male","Cameras","EINCAR","2016","7","1","414","163.6","East","414","250.4"
"514","1620","4","1642842000","Male","Security","Sony","2017","3","3","407","106.85","East","1221","900.45"
"515","3862","2","1642845600","Female","Cameras","Logitech","2017","8","3","59","73.83","West","177","-44.49"
"516","4710","2","1642849200","Female","Cameras","Logitech","2016","6","4","408","60","South","1632","1392"
"517","2180","4","1642852800","Male","Computers","Sony","2017","3","1","83","115.59","South","83","-32.59"
"518","2019","2","1642856400","Male","Computers","Archos","2018","6","4","220","216.39","West","880","14.44"
"519","4215","4","1642860000","Female","Headphones","EINCAR","2018","8","4","412","115.41","West","1648","1186.36"
"520","3951","5","1642863600","Female","Computers","EINCAR","2015","8","3","52","245.51","North","156","-580.53"
"521","1497","1","1642867200","Male","Headphones","Archos","2016","12","1","212","98.16","North","212","113.84"
"522","2704","2","1642870800","Male","Computers","EINCAR","2017","3","2","178","145.04","North","356","65.92"
"523","3872","4","1642874400","Female","Computers","EINCAR","2018","11","1","161","198.13","East","161","-37.13"
"524","3837","5","1642878000","Female","Cameras","Archos","2017","9","3","243","222.8","North","729","60.6"
"525","1417","4","1642881600","Male","Security","Archos","2018","9","4","293","247.23","South","1172","183.08"
"526","3191","4","1642885200","Female","Computers","Archos","2018","8","1","405","13.37","South","405","391.63"
"527","2547","4","1642888800","Male","Wearable Technology","Logitech","2015","3","1","122","166","South","122","-44"
"528","4416","2","1642892400","Male","Cameras","Logitech","2017","12","2","462","147.37","South","924","629.26"
"529","2854","1","1642896000","Male","Cameras","Sony","2018","12","4","265","65.46","West","1060","798.16"
"530","4455","4","1642899600","Male","Security","Bose","2017","1","1","224","231.62","North","224","-7.62"
"531","2642","2","1642903200","Male","Computers","Bose","2016","2","4","200","69.97","West","800","520.12"
"532","4957","2","1642906800","Female","Cameras","EINCAR","2015","3","1","108","55.94","North","108","52.06"
"533","1352","2","1642910400","Female","Security","Logitech","2017","2","1","301","220.49","South","301","80.51"
"534","1090","5","1642914000","Female","Computers","Sony","2015","2","3","170","246.88","East","510","-230.64"
"535","4864","1","1642917600","Male","Computers","Archos","2018","4","1","222","17.62","South","222","204.38"
"536","2660","4","1642921200","Female","Headphones","Archos","2015","9","4","115","98.19","East","460","67.24"
"537","4941","4","1642924800","Male","Computers","Sony","2015","1","4","178","20.57","North","712","629.72"
"538","1556","1","1642928400","Male","Wearable Technology","Bose","2015","12","1","399","129.16","North","399","269.84"
"539","3695","3","1642932000","Male","Computers","Sony","2017","5","3","420","155.15","North","1260","794.55"
"540","2943","4","1642935600","Female","Headphones","EINCAR","2017","12","2","362","218.63","West","724","286.74"
"541","1752","1","1642939200","Female","Security","Archos","2017","11","1","246","180.36","West","246","65.64"
"542","3620","5","1642942800","Male","Computers","Sony","2015","11","2","163","245.56","South","326","-165.12"
"543","3393","2","1642946400","Female","Wearable Technology","Logitech","2016","12","2","349","218.68","East","698","260.64"
"544","4415","4","1642950000","Female","Security","Sony","2017","7","4","162","184.3","North","648","-89.2"
"545","4521","2","1642953600","Female","Wearable Technology","Bose","2018","9","3","419","235.23","South","1257","551.31"
"546","1072","4","1642957200","Female","Computers","Archos","2017","5","4","197","235.1","East","788","-152.4"
"547","2429","2","1642960800","Male","Security","Bose","2016","10","3","397","247.49","East","1191","448.53"
"548","3507","1","1642964400","Female","Computers","EINCAR","2017","8","4","123","44.21","South","492","315.16"
"549","1296","3","1642968000","Female","Security","Sony","2015","2","3","310","51.74","North","930","774.78"
"550","2991","5","1642971600","Female","Cameras","Bose","2015","5","1","411","52.04","South","411","358.96"
"551","3517","1","1642975200","Female","Security","Archos","2017","11","4","462","163.8","North","1848","1192.8"
"552","2914","1","1642978800","Male","Wearable Technology","EINCAR","2018","12","3","247","96.57","South","741","451.29"
"553","4583","3","1642982400","Male","Computers","Sony","2015","6","3","34","49.59","West","102","-46.77"
"554","1563","3","1642986000","Female","Computers","Logitech","2015","10","3","276","100.76","South","828","525.72"
"555","3522","5","1642989600","Female","Wearable Technology","Logitech","2016","9","2","275","217.59","North","550","114.82"
"556","1750","3","1642993200","Female","Headphones","Bose","2016","6","3","149","50.38","East","447","295.86"
"557","4659","4","1642996800","Male","Wearable Technology","Sony","2018","5","3","206","231.05","East","618","-75.15"
"558","3045","1","1643000400","Male","Cameras","Bose","2015","7","4","381","239.82","West","1524","564.72"
"559","3169","2","1643004000","Female","Cameras","Archos","2015","1","1","232","243.33","South","232","-11.33"
"560","2587","3","1643007600","Male","Cameras","Bose","2016","5","2","177","191","West","354","-28"
"561","2499","3","1643011200","Female","Cameras","Archos","2018","5","4","66","28.3","North","264","150.8"
"562","1397","4","1643014800","Male","Computers","Archos","2017","9","4","251","61.72","East","1004","757.12"
"563","3004","1","1643018400","Female","Computers","Sony","2017","11","3","324","106.8","West","972","651.6"
"564","4344","5","1643022000","Female","Security","Archos","2017","6","2","273","168.07","East","546","209.86"
"565","2224","1","1643025600","Female","Computers","Archos","2015","5","4","441","201.08","South","1764","959.68"
"566","1783","2","1643029200","Female","Headphones","EINCAR","2016","9","2","199","60.77","North","398","276.46"
"567","2811","3","1643032800","Male","Computers","Sony","2016","8","1","75","158.66","South","75","-83.66"
"568","4935","4","1643036400","Male","Cameras","Bose","2016","4","3","38","34.48","West","114","10.56"
"569","4574","4","1643040000","Male","Cameras","Archos","2017","8","2","412","159.11","East","824","505.78"
"570","4765","4","1643043600","Female","Cameras","EINCAR","2015","4","1","207","105.4","East","207","101.6"
"571","4766","1","1643047200","Female","Security","Sony","2018","5","3","146","35.28","South","438","332.16"
"572","2945","3","1643050800","Female","Wearable Technology","Logitech","2015","9","3","410","205.07","North","1230","614.79"
"573","4867","3","1643054400","Male","Headphones","Sony","2017","10","2","215","185.42","East","430","59.16"
"574","1860","4","1643058000","Male","Headphones","EINCAR","2018","4","2","234","126.98","West","468","214.04"
"575","2461","2","1643061600","Male","Security","Sony","2017","6","1","290","209.86","East","290","80.14"
"576","1734","3","1643065200","Female","Cameras","Logitech","2018","7","4","284","182.46","North","1136","406.16"
"577","3584","2","1643068800","Male","Computers","EINCAR","2016","3","1","342","109.89","West","342","232.11"
"578","4465","2","1643072400","Male","Headphones","Logitech","2017","3","3","80","88.31","South","240","-24.93"
"579","3126","2","1643076000","Female","Computers","Sony","2016","2","1","383","158.3","East","383","224.7"
"580","4131","5","1643079600","Male","Security","Archos","2016","10","4","65","32.26","West","260","130.96"
"581","2468","3","1643083200","Male","Headphones","EINCAR","2016","3","3","256","29.33","South","768","680.01"
"582","2124","4","1643086800","Female","Headphones","Bose","2018","11","4","321","71.83","West","1284","996.68"
"583","4813","2","1643090400","Male","Cameras","EINCAR","2015","5","3","225","11.19","South","675","641.43"
"584","1093","4","1643094000","Male","Cameras","Archos","2015","3","2","435","87.33","West","870","695.34"
"585","1859","2","1643097600","Female","Headphones","EINCAR","2015","12","4","156","19.06","North","624","547.76"
"586","1281","4","1643101200","Female","Security","Archos","2016","9","1","40","181.77","East","40","-141.77"
"587","4010","5","1643104800","Male","Security","Archos","2015","8","4","216","74.05","West","864","567.8"
"588","3546","2","1643108400","Female","Wearable Technology","Logitech","2015","3","4","373","55.34","North","1492","1270.64"
"589","1403","2","1643112000","Male","Headphones","Bose","2018","2","3","355","239.96","West","1065","345.12"
"590","4292","4","1643115600","Male","Computers","Archos","2017","5","3","101","94.88","North","303","18.36"
"591","1866","5","1643119200","Male","Computers","Bose","2018","9","3","156","214.72","East","468","-176.16"
"592","3862","5","1643122800","Male","Cameras","Archos","2017","1","1","36","175.11","West","36","-139.11"
"593","3041","4","1643126400","Male","Wearable Technology","EINCAR","2018","12","4","337","39.67","North","1348","1189.32"
"594","3612","5","1643130000","Female","Computers","Bose","2016","9","3","228","162.44","North","684","196.68"
"595","2449","1","1643133600","Male","Wearable Technology","Sony","2016","4","1","445","233.31","North","445","211.69"
"596","1107","3","1643137200","Male","Computers","Logitech","2016","4","4","496","172.48","West","1984","1294.08"
"597","1583","3","1643140800","Female","Cameras","EINCAR","2016","3","3","137","131.86","East","411","15.42"
"598","1572","5","1643144400","Male","Computers","Archos","2017","5","4","203","209.75","North","812","-27"
"599","3904","3","1643148000","Female","Computers","Bose","2017","11","4","420","185.53","East","1680","937.88"
"600","1938","1","1643151600","Female","Wearable Technology","EINCAR","2015","2","1","207","146.72","West","207","60.28"
"601","2132","2","1643155200","Male","Security","Logitech","2016","10","2","271","162.84","South","542","216.32"
"602","3773","3","1643158800","Female","Computers","Logitech","2016","3","3","377","208.87","North","1131","504.39"
"603","1208","4","1643162400","Male","Security","Sony","2015","7","2","272","169.81","East","544","204.38"
"604","3329","3","1643166000","Female","Cameras","Sony","2017","5","4","49","18.97","East","196","120.12"
"605","3070","2","1643169600","Male","Cameras","Archos","2016","9","3","161","67.56","South","483","280.32"
"606","1664","4","1643173200","Male","Security","Logitech","2015","4","2","117","112.12","South","234","9.76"
"607","1583","4","1643176800","Female","Headphones","Sony","2018","6","4","389","172.26","North","1556","866.96"
"608","2235","4","1643180400","Male","Wearable Technology","Archos","2015","9","2","441","209.66","East","882","462.68"
"609","2911","4","1643184000","Female","Headphones","Logitech","2015","12","1","295","232.81","South","295","62.19"
"610","3399","5","1643187600","Female","Cameras","Sony","2017","1","2","273","13.23","West","546","519.54"
"611","1056","1","1643191200","Male","Computers","Bose","2017","12","1","283","17.7","North","283","265.3"
"612","1918","2","1643194800","Female","Headphones","Logitech","2018","2","4","434","184.31","East","1736","998.76"
"613","1665","5","1643198400","Male","Security","Bose","2017","12","2","395","15.95","East","790","758.1"
"614","4258","3","1643202000","Male","Wearable Technology","EINCAR","2016","5","4","175","36.29","South","700","554.84"
"615","1130","4","1643205600","Male","Computers","Logitech","2015","10","2","20","65.74","South","40","-91.48"
"616","2808","3","1643209200","Female","Headphones","Logitech","2017","4","3","356","35.18","North","1068","962.46"
"617","2889","1","1643212800","Male","Headphones","EINCAR","2018","10","3","170","187.24","South","510","-51.72"
"618","4328","4","1643216400","Male","Wearable Technology","Bose","2018","8","1","110","36.19","North","110","73.81"
"619","4473","3","1643220000","Male","Cameras","Bose","2015","11","4","148","170.69","South","592","-90.76"
"620","2605","3","1643223600","Female","Cameras","Logitech","2016","8","4","188","46.79","East","752","564.84"
"621","4521","5","1643227200","Female","Computers","Logitech","2017","7","2","371","206.81","North","742","328.38"
"622","4766","4","1643230800","Male","Computers","Bose","2016","5","4","75","202.26","North","300","-509.04"
"623","1690","2","1643234400","Male","Wearable Technology","EINCAR","2016","3","1","50","117.74","South","50","-67.74"
"624","4788","3","1643238000","Female","Computers","Bose","2017","6","2","332","52.17","West","664","559.66"
"625","4977","3","1643241600","Female","Headphones","Archos","2016","11","4","402","245.03","South","1608","627.88"
"626","1534","5","1643245200","Female","Cameras","Bose","2016","9","1","252","134.72","West","252","117.28"
"627","2762","1","1643248800","Female","Computers","Sony","2017","7","3","378","218.53","West","1134","478.41"
"628","2862","5","1643252400","Female","Security","Bose","2018","1","2","116","73.2","West","232","85.6"
"629","1695","1","1643256000","Female","Headphones","Bose","2016","8","1","149","27.42","East","149","121.58"
"630","3707","4","1643259600","Female","Security","Bose","2017","12","3","87","54","East","261","99"
"631","3129","2","1643263200","Female","Wearable Technology","Sony","2016","10","2","288","229.37","North","576","117.26"
"632","3634","3","1643266800","Female","Headphones","Archos","2017","10","2","121","86.21","North","242","69.58"
"633","1381","1","1643270400","Female","Cameras","Bose","2017","8","4","411","107.77","South","1644","1212.92"
"634","4658","2","1643274000","Female","Computers","Archos","2015","7","2","456","36.52","East","912","838.96"
"635","3706","4","1643277600","Male","Wearable Technology","Sony","2018","9","4","408","43.13","North","1632","1459.48"
"636","2250","2","1643281200","Female","Wearable Technology","Bose","2015","1","2","487","68.28","East","974","837.44"
"637","3165","3","1643284800","Female","Security","Logitech","2016","1","1","146","234.76","South","146","-88.76"
"638","1995","2","1643288400","Male","Computers","Archos","2015","6","1","466","223.75","North","466","242.25"
"639","3039","4","1643292000","Male","Security","Logitech","2017","8","2","435","106.93","West","870","656.14"
"640","4916","1","1643295600","Male","Computers","Sony","2015","5","2","207","209.85","West","414","-5.7"
"641","2584","4","1643299200","Male","Security","Logitech","2018","6","1","32","72.37","East","32","-40.37"
"642","1703","3","1643302800","Male","Wearable Technology","Archos","2015","1","2","65","98.37","North","130","-66.74"
"643","2367","4","1643306400","Male","Cameras","EINCAR","2018","9","4","397","108.69","East","1588","1153.24"
"644","4574","1","1643310000","Male","Headphones","Bose","2016","6","2","25","178.42","West","50","-306.84"
"645","4984","1","1643313600","Male","Headphones","Archos","2016","4","4","263","23.92","South","1052","956.32"
"646","3590","5","1643317200","Female","Wearable Technology","Archos","2018","11","2","295","78.87","West","590","432.26"
"647","2435","2","1643320800","Male","Security","Bose","2017","1","4","165","78.06","West","660","347.76"
"648","2711","4","1643324400","Female","Headphones","EINCAR","2015","12","2","157","170.41","West","314","-26.82"
"649","3380","1","1643328000","Male","Wearable Technology","Logitech","2016","4","3","223","203.71","North","669","57.87"
"650","2562","1","1643331600","Female","Headphones","Archos","2016","5","2","168","211.26","South","336","-86.52"
"651","4980","2","1643335200","Male","Cameras","Sony","2016","9","4","447","106.37","North","1788","1362.52"
"652","3430","2","1643338800","Female","Security","Bose","2015","8","3","214","13.89","East","642","600.33"
"653","3214","5","1643342400","Female","Headphones","EINCAR","2016","5","4","67","148.1","East","268","-324.4"
"654","3012","2","1643346000","Male","Security","Logitech","2016","1","2","225","59.91","North","450","330.18"
"655","3516","1","1643349600","Male","Wearable Technology","EINCAR","2018","9","3","205","101.84","East","615","309.48"
"656","1607","2","1643353200","Female","Headphones","Logitech","2017","1","2","86","120.11","North","172","-68.22"
"657","1145","5","1643356800","Male","Wearable Technology","Logitech","2016","7","4","142","36.03","East","568","423.88"
"658","4098","4","1643360400","Male","Computers","Bose","2018","5","2","72","177.45","South","144","-210.9"
"659","3775","3","1643364000","Male","Headphones","Sony","2015","11","1","125","26.19","East","125","98.81"
"660","3475","1","1643367600","Male","Computers","EINCAR","2017","12","1","233","195.62","East","233","37.38"
"661","2280","2","1643371200","Male","Cameras","Sony","2018","7","1","493","188.06","West","493","304.94"
"662","4433","5","1643374800","Female","Computers","Archos","2017","9","2","417","178.82","North","834","476.36"
"663","4526","5","1643378400","Female","Wearable Technology","Bose","2015","5","2","465","165.74","North","930","598.52"
"664","1212","2","1643382000","Male","Wearable Technology","EINCAR","2018","2","2","119","27.3","North","238","183.4"
"665","4019","4","1643385600","Male","Wearable Technology","EINCAR","2016","11","4","434","54.77","East","1736","1516.92"
"666","2827","1","1643389200","Male","Security","Bose","2015","12","2","291","28.99","South","582","524.02"
"667","1083","3","1643392800","Male","Cameras","EINCAR","2016","12","2","429","103.21","East","858","651.58"
"668","4098","3","1643396400","Male","Wearable Technology","Sony","2015","1","1","479","43.92","West","479","435.08"
"669","3987","5","1643400000","Male","Headphones","Sony","2016","1","4","173","73.94","North","692","396.24"
"670","3768","4","1643403600","Male","Headphones","Archos","2016","6","3","126","170.27","North","378","-132.81"
"671","3607","3","1643407200","Female","Security","Archos","2018","10","1","347","68.97","North","347","278.03"
"672","2783","5","1643410800","Male","Computers","Sony","2015","1","3","296","141.75","North","888","462.75"
"673","3750","2","1643414400","Male","Computers","Bose","2018","12","2","273","88.05","West","546","369.9"
"674","2759","3","1643418000","Female","Cameras","Sony","2018","2","4","91","10.88","South","364","320.48"
"675","3593","2","1643421600","Female","Headphones","Archos","2018","4","3","326","22.96","West","978","909.12"
"676","3534","3","1643425200","Female","Cameras","Bose","2018","10","2","471","45.12","South","942","851.76"
"677","1905","4","1643428800","Female","Cameras","Sony","2017","4","4","397","52.7","West","1588","1377.2"
"678","4209","2","1643432400","Male","Cameras","Bose","2018","8","3","347","218.49","North","1041","385.53"
"679","1582","2","1643436000","Male","Cameras","Bose","2016","2","1","429","81.78","West","429","347.22"
"680","1675","5","1643439600","Female","Computers","Bose","2016","1","3","376","184.47","South","1128","574.59"
"681","1037","1","1643443200","Female","Security","EINCAR","2015","12","4","222","160.74","East","888","245.04"
"682","4347","4","1643446800","Female","Headphones","Logitech","2018","4","4","419","247.54","East","1676","685.84"
"683","1392","1","1643450400","Male","Security","Sony","2016","4","1","485","42.36","North","485","442.64"
"684","2071","2","1643454000","Female","Cameras","Sony","2017","7","3","142","200.72","East","426","-176.16"
"685","2336","5","1643457600","Male","Headphones","EINCAR","2017","1","3","437","215.8","South","1311","663.6"
"686","4542","3","1643461200","Male","Security","Archos","2018","9","3","135","71.97","East","405","189.09"
"687","4030","3","1643464800","Female","Headphones","Logitech","2015","9","2","245","77.83","South","490","334.34"
"688","2698","5","1643468400","Female","Computers","Bose","2015","6","4","449","234.29","North","1796","858.84"
"689","4388","3","1643472000","Female","Computers","EINCAR","2015","2","3","437","38.65","South","1311","1195.05"
"690","3563","2","1643475600","Female","Headphones","EINCAR","2016","7","1","31","35.61","South","31","-4.61"
"691","3524","1","1643479200","Female","Cameras","Bose","2018","10","3","354","128.22","West","1062","677.34"
"692","3732","4","1643482800","Female","Wearable Technology","Logitech","2015","10","2","317","34.52","South","634","564.96"
"693","1331","3","1643486400","Female","Headphones","Archos","2015","10","3","347","41.41","East","1041","916.77"
"694","2615","5","1643490000","Female","Headphones","Bose","2016","2","1","476","98.01","South","476","377.99"
"695","1823","4","1643493600","Male","Headphones","EINCAR","2015","5","1","132","44.41","West","132","87.59"
"696","1236","1","1643497200","Male","Cameras","Bose","2016","8","2","264","156.51","North","528","214.98"
"697","2053","2","1643500800","Female","Security","Bose","2017","12","4","373","106.31","North","1492","1066.76"
"698","1893","3","1643504400","Male","Computers","Archos","2016","7","1","93","17.78","East","93","75.22"
"699","4517","5","1643508000","Female","Wearable Technology","Sony","2016","3","1","133","40.3","West","133","92.7"
"700","3263","1","1643511600","Female","Cameras","EINCAR","2016","4","4","189","228.51","West","756","-158.04"
"701","2255","2","1643515200","Male","Wearable Technology","Bose","2017","2","2","187","214.75","North","374","-55.5"
"702","2393","1","1643518800","Female","Wearable Technology","EINCAR","2016","8","2","48","189.66","South","96","-283.32"
"703","3408","2","1643522400","Male","Security","Sony","2017","8","2","476","83.44","South","952","785.12"
"704","4665","3","1643526000","Male","Security","Bose","2016","1","2","237","118.38","West","474","237.24"
"705","1441","2","1643529600","Female","Cameras","Archos","2016","8","1","493","27.67","North","493","465.33"
"706","1117","1","1643533200","Female","Wearable Technology","Archos","2016","9","1","408","111.4","East","408","296.6"
"707","4025","3","1643536800","Female","Computers","Logitech","2016","5","3","346","31.75","West","1038","942.75"
"708","1681","1","1643540400","Male","Computers","Logitech","2015","5","4","308","198.65","North","1232","437.4"
"709","2673","3","1643544000","Female","Cameras","EINCAR","2016","5","3","149","125.99","South","447","69.03"
"710","4226","5","1643547600","Male","Headphones","EINCAR","2017","10","3","241","25.49","East","723","646.53"
"711","2185","3","1643551200","Male","Computers","Bose","2017","12","1","306","203.27","East","306","102.73"
"712","1968","2","1643554800","Female","Wearable Technology","Archos","2017","6","2","431","156.66","South","862","548.68"
"713","4851","2","1643558400","Male","Security","Sony","2017","3","1","295","73.19","North","295","221.81"
"714","4330","3","1643562000","Male","Wearable Technology","Sony","2015","8","4","117","72.62","South","468","177.52"
"715","3475","2","1643565600","Male","Computers","Bose","2016","1","1","354","54.81","West","354","299.19"
"716","4700","3","1643569200","Male","Cameras","Logitech","2015","11","2","445","166.74","East","890","556.52"
"717","3982","3","1643572800","Female","Computers","Sony","2018","2","4","233","232.16","East","932","3.36"
"718","2784","3","1643576400","Male","Cameras","Archos","2017","10","2","234","179.22","East","468","109.56"
"719","1705","5","1643580000","Male","Computers","Bose","2017","3","3","97","140.37","South","291","-130.11"
"720","3610","4","1643583600","Female","Security","EINCAR","2017","8","2","58","72.17","West","116","-28.34"
"721","1097","4","1643587200","Male","Security","Archos","2018","1","3","322","32","South","966","870"
"722","2964","4","1643590800","Male","Cameras","Logitech","2017","8","2","336","196.04","North","672","279.92"
"723","1061","2","1643594400","Female","Headphones","Archos","2016","12","3","77","117.55","North","231","-121.65"
"724","2973","5","1643598000","Male","Security","EINCAR","2015","5","2","101","175.07","West","202","-148.14"
"725","1918","2","1643601600","Male","Computers","Archos","2015","1","3","85","190.83","North","255","-317.49"
"726","3410","1","1643605200","Female","Wearable Technology","EINCAR","2017","3","3","67","134.55","East","201","-202.65"
"727","1564","1","1643608800","Male","Cameras","Sony","2018","8","2","406","81.03","West","812","649.94"
"728","2415","3","1643612400","Male","Wearable Technology","EINCAR","2016","6","2","171","152.42","North","342","37.16"
"729","3301","4","1643616000","Male","Security","Bose","2015","1","2","352","118.76","East","704","466.48"
"730","2210","1","1643619600","Female","Computers","Archos","2017","3","4","268","56.39","South","1072","846.44"
"731","4396","3","1643623200","Female","Computers","EINCAR","2018","8","2","315","225.62","West","630","178.76"
"732","2880","2","1643626800","Female","Computers","Logitech","2018","7","2","260","67.16","North","520","385.68"
"733","4969","4","1643630400","Female","Wearable Technology","EINCAR","2017","1","4","204","192.76","East","816","44.96"
"734","2445","1","1643634000","Female","Cameras","Bose","2017","1","4","291","12.25","South","1164","1115"
"735","4214","3","1643637600","Female","Security","EINCAR","2015","4","2","242","81.5","South","484","321"
"736","1358","1","1643641200","Female","Computers","Sony","2018","5","1","406","57.28","East","406","348.72"
"737","2258","2","1643644800","Male","Wearable Technology","Sony","2016","10","3","263","241.7","North","789","63.9"
"738","1541","3","1643648400","Female","Wearable Technology","EINCAR","2016","11","2","239","154.86","West","478","168.28"
"739","1304","1","1643652000","Female","Computers","Logitech","2016","2","1","430","92.49","North","430","337.51"
"740","2866","4","1643655600","Female","Security","EINCAR","2017","11","2","387","221.47","West","774","331.06"
"741","2435","3","1643659200","Male","Cameras","Archos","2016","1","2","323","191.84","West","646","262.32"
"742","3722","5","1643662800","Male","Headphones","Logitech","2017","6","4","247","95.05","East","988","607.8"
"743","3701","5","1643666400","Female","Cameras","EINCAR","2015","5","1","48","163.54","East","48","-115.54"
"744","1898","3","1643670000","Male","Headphones","EINCAR","2015","4","1","105","241.84","South","105","-136.84"
"745","2686","2","1643673600","Female","Cameras","Logitech","2017","5","3","445","202.66","West","1335","727.02"
"746","2997","3","1643677200","Female","Cameras","Logitech","2017","1","2","171","159.59","West","342","22.82"
"747","2681","2","1643680800","Male","Cameras","EINCAR","2015","8","3","65","119.09","West","195","-162.27"
"748","4438","3","1643684400","Female","Security","Sony","2015","12","4","349","38.4","East","1396","1242.4"
"749","1163","2","1643688000","Female","Wearable Technology","Bose","2015","5","3","68","79.71","West","204","-35.13"
"750","2771","2","1643691600","Male","Wearable Technology","Bose","2017","4","3","374","80.14","North","1122","881.58"
"751","3778","4","1643695200","Female","Headphones","Archos","2016","7","2","47","61.26","West","94","-28.52"
"752","4872","1","1643698800","Male","Cameras","EINCAR","2017","3","1","66","41.83","West","66","24.17"
"753","1628","5","1643702400","Female","Security","EINCAR","2018","3","2","65","122.1","South","130","-114.2"
"754","3526","1","1643706000","Female","Cameras","Logitech","2018","5","2","424","171.8","West","848","504.4"
"755","2709","5","1643709600","Male","Headphones","Sony","2017","11","4","331","62.52","North","1324","1073.92"
"756","1942","4","1643713200","Male","Computers","Sony","2017","2","3","59","186.3","West","177","-381.9"
